0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0,0,0,0,10,31,81,175,305,454,657,905,1193,1492,1777,2108,2489,2861,3283,3688,4098,4485,4899,5313,5754,6168,6567,6974,7351,7721,8086,8431,8780,9104,9417,9682,9962,10212,10466,10720,10944,11169,11351,11511,11659,11768,11861,11914,11981,12025,12075,12131,12172,12215,12251
0,0,0,0,0,10,35,77,168,292,455,660,883,1137,1437,1719,2037,2365,2730,3089,3474,3860,4269,4671,5080,5517,5925,6308,6666,7041,7394,7752,8053,8335,8578,8832,9076,9318,9545,9746,9942,10130,10297,10454,10613,10767,10911,11060,11197,11336,11454,11582,11690,11779,11879,11961
0,0,0,0,0,10,22,59,129,235,368,538,755,995,1284,1580,1919,2294,2679,3108,3519,3953,4409,4880,5401,5872,6374,6875,7356,7773,8184,8561,8895,9224,9525,9808,10037,10247,10447,10633,10807,10978,11107,11250,11380,11508,11627,11739,11823,11908,11993,12062,12123,12182,12223,12258
0,0,0,0,0,10,33,88,168,292,471,642,865,1144,1446,1802,2192,2606,3006,3378,3734,4117,4450,4772,5118,5435,5742,6049,6357,6663,6968,7280,7589,7906,8250,8559,8857,9146,9436,9701,9983,10260,10496,10710,10918,11101,11267,11434,11564,11697,11811,11908,11978,12047,12088,12131
0,0,0,0,0,10,28,72,147,264,410,606,825,1104,1408,1722,2050,2436,2849,3280,3717,4151,4650,5137,5651,6158,6671,7151,7600,8032,8415,8819,9196,9514,9826,10098,10352,10592,10786,10963,11116,11246,11377,11511,11628,11734,11814,11909,11993,12079,12152,12220,12271,12312,12339,12361
0,0,0,0,0,10,34,92,177,300,447,652,875,1155,1449,1791,2157,2566,2981,3444,3880,4346,4821,5259,5690,6095,6517,6934,7362,7707,8031,8364,8666,8960,9246,9532,9792,10060,10290,10508,10705,10860,11032,11186,11337,11459,11560,11660,11750,11827,11904,11973,12047,12097,12155,12205
0,0,0,0,0,10,30,72,149,278,423,614,836,1094,1380,1706,2055,2416,2788,3191,3590,4007,4451,4857,5292,5747,6171,6568,6966,7359,7755,8102,8467,8839,9208,9578,9907,10222,10489,10728,10954,11162,11346,11497,11635,11775,11901,12004,12087,12158,12221,12267,12297,12319,12344,12363
0,0,0,0,0,10,36,89,180,327,488,684,910,1196,1513,1871,2285,2695,3135,3590,4059,4538,5036,5529,5999,6525,7002,7487,7939,8379,8843,9220,9617,10012,10372,10710,11030,11310,11564,11786,11979,12111,12212,12278,12326,12357,12374,12383,12384,12384,12384,12384,12384,12384,12384,12384
0,0,0,0,0,10,36,89,177,298,479,697,941,1239,1568,1944,2323,2738,3213,3722,4247,4761,5330,5940,6528,7093,7626,8088,8472,8861,9180,9491,9734,9952,10182,10390,10580,10769,10936,11093,11210,11337,11443,11533,11628,11723,11790,11851,11914,11959,12008,12046,12084,12115,12153,12180
0,0,0,0,0,10,29,68,133,232,372,534,713,922,1148,1382,1633,1920,2203,2496,2776,3055,3329,3628,3916,4229,4514,4806,5082,5348,5624,5892,6147,6393,6652,6896,7153,7395,7639,7879,8150,8390,8623,8836,9057,9267,9454,9634,9807,9985,10137,10284,10407,10527,10643,10750
0,0,0,0,0,10,32,83,159,266,413,601,821,1079,1324,1631,1950,2304,2673,3028,3417,3758,4126,4488,4855,5250,5652,6031,6423,6795,7197,7588,7951,8327,8676,9047,9404,9767,10089,10361,10589,10781,10961,11110,11242,11372,11481,11578,11690,11778,11847,11921,11982,12035,12075,12115
0,0,0,0,0,10,34,83,148,261,410,594,807,1040,1293,1581,1911,2249,2592,2971,3372,3788,4212,4661,5100,5555,6026,6487,6914,7320,7724,8113,8512,8877,9211,9521,9830,10121,10377,10636,10829,11046,11205,11341,11452,11557,11652,11741,11806,11871,11924,11981,12036,12082,12123,12163
0,0,0,0,0,10,33,81,147,256,394,553,753,967,1217,1496,1792,2116,2440,2780,3124,3481,3830,4194,4559,4930,5305,5664,6012,6393,6732,7098,7463,7788,8065,8332,8564,8784,8996,9177,9349,9529,9685,9826,9944,10066,10189,10314,10423,10539,10657,10762,10864,10964,11054,11152
0,0,0,0,0,10,31,83,163,288,469,687,929,1199,1510,1884,2280,2689,3118,3554,4018,4477,4927,5357,5798,6211,6652,7065,7477,7868,8236,8635,8994,9344,9650,9960,10227,10473,10721,10938,11136,11317,11510,11660,11793,11898,11979,12057,12129,12171,12220,12257,12286,12315,12333,12351
